director,cast,year,movie_name,rating
Arthur Lubin,"Brian Donlevy,Ella Raines,Charles Coburn,Helen Walker,Anna May Wong,Robert Warwick,Clarence Kolb,Art Baker,William Wright,Mae Marsh,Sheilah Graham,Tony Barrett,Philip Ahn,Glen Vernon,Linda Leighton",1949,Impact,7
"Henry King,Otto Lang","William Holden,Jennifer Jones,Torin Thatcher,Isobel Elsom,Murray Matheson,Virginia Gregg,Richard Loo,Soo Yong,Philip Ahn,Jorja Curtright,Donna Martell",1955,Love Is a Many-Splendored Thing,6.6
Andrei Tarkovsky,"Margarita Terekhova,Oleg Yankovskiy,Filipp Yankovskiy,Ignat Daniltsev,Nikolay Grinko,Alla Demidova,Yuriy Nazarov,Anatoliy Solonitsyn,Larisa Tarkovskaya,Tamara Ogorodnikova,Yuri Sventisov,Tamara Reshetnikova,Innokentiy Smoktunovskiy,Arseniy Tarkovskiy,E. Del Bosque",1975,The Mirror,8.2
"Kazuhiro Furuhashi,Yji Mitsuya","Brianne Brozey,Richard Cansino,Dan Martin,Dina Sherman,Mayo Suzukaze,Dean Wein",,The Crimson Pirate the Red Pirate: Kenshin and Kaoru Separated,7.1
Spike Lee,"Laurence Fishburne,Giancarlo Esposito,Tisha Campbell-Martin,Kyme,Joe Seneca,Ellen Holly,Art Evans,Ossie Davis,Bill Nunn,James Bond III,Branford Marsalis,Kadeem Hardison,Eric Payne,Spike Lee,Anthony Thompkins",1988,School Daze,5.8
John Landis,"Tom Hulce,Stephen Furst,Mark Metcalf,Mary Louise Weller,Martha Smith,James Daughton,Kevin Bacon,John Belushi,Douglas Kenney,Chris Miller,Bruce Bonnheim,Karen Allen,James Widdoes,Tim Matheson,Peter Riegert",1978,Animal House,7.6
Norman Jewison,"Al Pacino,Jack Warden,John Forsythe,Lee Strasberg,Jeffrey Tambor,Christine Lahti,Sam Levene,Robert Christian,Thomas G. Waites,Larry Bryggman,Craig T. Nelson,Dominic Chianese,Victor Arnold,Vincent Beck,Michael Gorrin",1979,...and justice for all.,7.4
Harold Prince,"Angela Lansbury,Michael York,Anthony Higgins,Heidelinde Weis,Jane Carr,Eva Maria Meineke,John Gill,Wolfried Lier,Klaus Havenstein,Walter Janssen,Erik Jelde,Despo Diamantidou,Enzi Fuchs,Erland Erlandsen,Hans Pssenbacher",1970,Something for Everyone,7.4
Spike Lee,"Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Spike Lee,Raye Dowell,Joie Lee,S. Epatha Merkerson,Bill Lee,Cheryl Burr,Aaron Dugger,Stephanie Covington,Renata Cobbs,Cheryl Singleton,Monty Ross,Tiziano Cortini",1986,She's Gotta Have It,6.5
Spike Lee,"Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,Giancarlo Esposito,Spike Lee,Bill Nunn,John Turturro,Paul Benjamin,Frankie Faison,Robin Harris,Joie Lee,Miguel Sandoval,Rick Aiello,John Savage",1989,Do the Right Thing,7.9
Spike Lee,"Denzel Washington,Spike Lee,Wesley Snipes,Giancarlo Esposito,Robin Harris,Joie Lee,Bill Nunn,John Turturro,Dick Anthony Williams,Cynda Williams,Nicholas Turturro,Jeff 'Tain' Watts,Samuel L. Jackson,Leonard L. Thomas,Charlie Murphy",1990,Mo' Better Blues,6.5
Don Siegel,"Clint Eastwood,Lee J. Cobb,Susan Clark,Tisha Sterling,Don Stroud,Betty Field,Tom Tully,Melodie Johnson,James Edwards,Rudy Diaz,David Doyle,Louis Zorich,Meg Myles,Marjorie Bennett,Seymour Cassel",1968,Coogan's Bluff,6.5
Spike Lee,"Wesley Snipes,Annabella Sciorra,Spike Lee,Ossie Davis,Ruby Dee,Samuel L. Jackson,Lonette McKee,John Turturro,Frank Vincent,Anthony Quinn,Halle Berry,Tyra Ferrell,Veronica Webb,Veronica Timbers,David Dundara",1991,Jungle Fever,6.5
Michael Winner,"Charles Bronson,Hope Lange,Vincent Gardenia,Steven Keats,William Redfield,Stuart Margolin,Stephen Elliott,Kathleen Tolan,Jack Wallace,Fred J. Scollay,Chris Gampel,Robert Kya-Hill,Edward Grover,Jeff Goldblum,Christopher Logan",1974,Death Wish,7
,"Bill Berry,Larry Bird,Don Brkovich,Mike Brkovich,Ron Charles,Tom Crowder,Eric Curry,Mel Daniels,Terry Donnelly,Dick Enberg,Alex Gilbert,Gerald Gilkie,Rob Gonzalez,Bryant Gumbel,Dave Harshman",1979,Magic vs. Bird: The 1979 NCAA Championship Game,8.9
Michael Winner,"Charles Bronson,Jill Ireland,Vincent Gardenia,J.D. Cannon,Anthony Franciosa,Ben Frank,Robin Sherwood,Silvana Gallardo,Robert F. Lyons,Michael Prince,Drew Snyder,Paul Lambert,Thomas F. Duffy,Kevyn Major Howard,Stuart K. Robinson",1982,Death Wish II,6
Nick Park,Julie Sedgewick,1989,Creature Comforts,7.8
Michael Winner,"Charles Bronson,Deborah Raffin,Ed Lauter,Martin Balsam,Gavan O'Herlihy,Kirk Taylor,Alex Winter,Tony Spiridakis,Ricco Ross,Tony Britts,David Crean,Nelson Fernandez,Alan Cooke,Bob Dysinger,Topo Grajeda",1985,Death Wish 3,5.9
Allan A. Goldstein,"Charles Bronson,Lesley-Anne Down,Michael Parks,Chuck Shamata,Kevin Lund,Robert Joy,Saul Rubinek,Miguel Sandoval,Kenneth Welsh,Lisa Inouye,Erica Fairfield,Jefferson Mappin,Michael Dunston,Claire Rankin,Sharolyn Sparrow",1994,Death Wish V: The Face of Death,4.7
J. Lee Thompson,"Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez,George Dickerson,Soon-Tek Oh,Dana Barron,Jesse Dabson,Peter Sherayko,James Purcell,Michael Russo,Danny Trejo,Daniel Sabia,Mike Moroff,Dan Ferro",1987,Death Wish 4: The Crackdown,5.3
Billy Wilder,"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Porter Hall,Jean Heather,Tom Powers,Byron Barr,Richard Gaines,Fortunio Bonanova,John Philliber",1944,Double Indemnity,8.4
David Kellogg,"Naomi Campbell,Vanilla Ice,Deezer D,Kevin Hicks,Allison Dean,Bobbie Brown,Kristin Minter,Sydney Lassick,Dody Goodman,John Newton,Candy Clark,Michael Gross,Victor DiMattia,Brooke Alexander,Jack McGee",1991,Cool as Ice,2.8
Joel Schumacher,"Julia Roberts,Campbell Scott,Vincent D'Onofrio,Colleen Dewhurst,David Selby,Ellen Burstyn,Dion Anderson,George Martin,A.J. Johnson,Daniel Beer,Behrooz Afrakhan,Michael Halton,Larry Nash,Alex Trebek,Richard Friedenberg",1991,Dying Young,5.9
Jonathan Liebesman,"Megan Fox,Will Arnett,William Fichtner,Alan Ritchson,Noel Fisher,Pete Ploszek,Johnny Knoxville,Jeremy Howard,Danny Woodburn,Tony Shalhoub,Tohoru Masamune,Whoopi Goldberg,Minae Noji,Abby Elliott,Madison Mason",2014,Teenage Mutant Ninja Turtles,5.9
Stuart Gillard,"Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono,Vivian Wu,Mark Caso,Matt Hill,Jim Raposa,David Fraser,James Murray,Eidan Hanzei,John Aylward,Mak Takano,Steve Akahoshi,Kent Kim",1993,Teenage Mutant Ninja Turtles III,4.8
John Milius,"Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,Darren Dalton,Jennifer Grey,Brad Savage,Doug Toby,Ben Johnson,Harry Dean Stanton,Ron O'Neal,William Smith,Vladek Sheybal,Powers Boothe,Frank McRae",1984,Red Dawn,6.3
Michael Pressman,"Paige Turco,David Warner,Michelan Sisti,Leif Tilden,Kenn Scott,Mark Caso,Kevin Clash,Ernie Reyes Jr.,Franois Chau,Toshishiro Obata,Raymond Serra,Mark Ginther,Kurt Bryant,Kevin Nash,Joseph Amodei",1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6
Paul Michael Glaser,"Stephen Lang,Michael Carmine,Lauren Holly,John Cameron Mitchell,Danny Quinn,Leon,Al Shannon,Danton Stone,Paul Calderon,Laurence Fishburne,James Remar,Tony Bolano,Frank Gilbert,Erla Julmiste,Deborah King",1986,Band of the Hand,6.3
Renny Harlin,"Mike Norris,Steve Durham,David Coburn,Thalmus Rasulala,Albert Salmi,Piita Vuosalmi,Vesa Vierikko,Ismo Kallio,Laura Munsterhjelm,Antti Horko,Pauli Virtanen,Jone Takamki,Inkeri Luoma-aho,Markku Blomqvist,Sari Havas",1986,Born American,4.4
Newt Arnold,"Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,Forest Whitaker,Roy Chiao,Philip Chan,Pierre Rafini,Bolo Yeung,Ken Siu,Kimo Lai Kwok Ki,Bernard Mariano,Bill Yuen Ping Kuen,Lily Leung,Joshua Schroder",1988,Bloodsport,6.8
Irvin Kershner,"Faye Dunaway,Tommy Lee Jones,Brad Dourif,Rene Auberjonois,Raul Julia,Frank Adonis,Lisa Taylor,Darlanne Fluegel,Rose Gregorio,Bill Boggs,Steve Marachuk,Meg Mundy,Marilyn Meyers,Gary Bayer,Mitchell Edmonds",1978,Eyes of Laura Mars,6.1
"Sidney Franklin,Victor Fleming","Paul Muni,Luise Rainer,Walter Connolly,Tilly Losch,Charley Grapewin,Jessie Ralph,Soo Yong,Keye Luke,Roland Lui,Suzanna Kim,Ching Wah Lee,Harold Huber,Olaf Hytten,William Law,Mary Wong",1937,The Good Earth,7.8
Barry Levinson,"Robin Williams,Forest Whitaker,Tung Thanh Tran,Chintara Sukapatana,Bruno Kirby,Robert Wuhl,J.T. Walsh,Noble Willingham,Richard Edson,Juney Smith,Richard Portnow,Floyd Vivino,Cu Ba Nguyen,Dan Stanton,Don Stanton",1987,"Good Morning, Vietnam",7.3
Peter Chelsom,"Oliver Platt,Jerry Lewis,Lee Evans,Leslie Caron,Richard Griffiths,Sadie Corre,Oliver Reed,George Carl,Freddie Davies,Ian McNeice,Christopher Greet,Peter Gunn,Gavin Millar,William Hootkins,Terence Rigby",1995,Funny Bones,7
Donald Petrie,"Jack Lemmon,Walter Matthau,Ann-Margret,Burgess Meredith,Daryl Hannah,Kevin Pollak,Ossie Davis,Buck Henry,Christopher McDonald,Steve Cochran,Joe Howard,Isabell O'Connor,Buffy Sedlachek,John Carroll Lynch,Charles Brin",1993,Grumpy Old Men,6.9
Leonard Nimoy,"Diane Keaton,Liam Neeson,Jason Robards,Ralph Bellamy,Teresa Wright,James Naughton,Asia Vieira,Joe Morton,Katey Sagal,Margaret Bard,Nancy Beatty,Barry Belchamber,Mairon Bennett,Zachary Bennett,Scott Brunt",1988,The Good Mother,5.9
Mark Piznarski,"Chris Klein,Leelee Sobieski,Josh Hartnett,Michael Rooker,Annie Corley,Bruce Greenwood,Annette O'Toole,Elaine Hendrix,Stuart Wilson,Ronni Saxon,Maureen O'Malley,Tac Fitzgerald,Jessica Stier,Erik Eidem,Zach Fehst",2000,Here on Earth,5.1
Andrzej Bartkowiak,"Jet Li,Aaliyah,Isaiah Washington,Russell Wong,Delroy Lindo,D.B. Woodside,Henry O,Jon Kit Lee,Edoardo Ballerini,Anthony Anderson,DMX,Matthew Harrison,Terry Chen,Derek Lowe,Ronin Wong",2000,Romeo Must Die,6.1
Stanley Kramer,"Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,Cecil Kellaway,Beah Richards,Roy Glenn,Isabel Sanford,Virginia Christine,Alexandra Hay,Barbara Randolph,D'Urville Martin,Tom Heaton,Grace Gaynor,Skip Martin",1967,Guess Who's Coming to Dinner,7.8
Mark Hanlon,"Aidan Gillen,Emmanuelle Seigner,Susan Tyrrell,Mark Boone Junior,Harry Groener,Hector Elias,Jon Huertas,Richard Assad,Kellie Waymire,Tim DeKay,Darryl Henriques,Michael Halsey,Pamela Gordon,Tom McCleister,Irene Roseen",1999,Buddy Boy,6.4
David Raynr,"Jodi Lyn O'Keefe,Shane West,Marla Sokoloff,Manu Intiraymi,Aaron Paul,Julia Sweeney,James Franco,Kip Pardue,Scott Vickaryous,Colin Hanks,Richard Schiff,Kevin Ruf,Erin Champaign,Rachel Zerko,Eric Kushnick",2000,Whatever It Takes,5.5
Majid Majidi,"Hossein Mahjoub,Mohsen Ramezani,Salameh Feyzi,Farahnaz Safari,Elham Sharifi,Behzad Rafi,Mohamad Rahmani,Morteza Fatemi,Kamal Mirkarimi,Masoome Zinati,Zahra Mizani,Ahmed Aminian,Moghadam Behboodi,GanAli Khorami",1999,The Color of Paradise,8.2
Javier Elorrieta,"Christopher Rydell,Sharon Stone,Ana Torrent,Guillermo Montesinos,Albert Vidal,Simn Andreu,Antonio Flores,Jos Luis de Vilallonga,Tony Fuentes,Julia Torres,Aldo Sambrell,Daniel Martn,Luis Martin Carrasco,Luis Barboo,Douglas Tantallon",1989,Sangre y arena,4.6
Ken Russell,"Gabriel Byrne,Julian Sands,Natasha Richardson,Myriam Cyr,Timothy Spall,Alec Mango,Andreas Wisniewski,Dexter Fletcher,Pascal King,Tom Hickey,Linda Coggin,Kristine Landon-Smith,Chris Chappell,Mark Pickard,Kiran Shah",1986,Gothic,5.7
,"Trevor Eve,Sue Johnston,Wil Johnson,Tara Fitzgerald,Claire Goose,Holly Aird,Flicit Du Jeu",,Waking the Dead,7.9
Charles Chaplin,"Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,Chester Conklin,Hank Mann,Stanley Blystone,Al Ernest Garcia,Richard Alexander,Cecil Reynolds,Mira McKinney,Murdock MacQuarrie,Wilfred Lucas,Edward LeSaint,Fred Malatesta",1936,Modern Times,8.6
Jean Yarbrough,"Ferlin Husky,Joi Lansing,Don Bowman,John Carradine,Lon Chaney Jr.,Linda Ho,Basil Rathbone,Molly Bee,Merle Haggard,Sonny James,Jim Kent,Marcella Wright,Richard Webb,Larry Barton,George Barrows",1967,Hillbillys in a Haunted House,2.1
Harry Hook,"Balthazar Getty,Chris Furrh,Danuel Pipoly,James Badge Dale,Andrew Taft,Edward Taft,Gary Rule,Terry Wells,Braden MacDonald,Angus Burgin,Martin Zentz,Brian Jacobs,Vincent Amabile,David Weinstein,Chuck Bell",1990,Lord of the Flies,6.4
Richard C. Sarafian,"Tim Matheson,Charlton Heston,Peter Boyle,Annabel Schofield,Corin Nemec,Tetsuya Bessho,Jack Palance,Dorian Harewood,Paul Koslo,Sandy McPeak,Silvana Gallardo,Dan Shor,Scott Allan Campbell,Frantz Turner,Richard S. Scott",1990,Solar Crisis,3.8
Rafal Zielinski,"Corey Feldman,Corey Haim,Maureen Flannigan,Demetra Hampton,Robert Mandan,Geoffrey Lewis,Milton Selzer,Eda Reiss Merin,John William Young,Marji Martin,Chris Barnes,Tony Longo,Michael Ralph,Zelda Rubinstein,Patrick Labyorteaux",1994,Last Resort,2.7
Blake Edwards,"Jack Lemmon,Julie Andrews,Sally Kellerman,Robert Loggia,Jennifer Edwards,Robert Knepper,Matt Lattanzi,Chris Lemmon,Cynthia Sikes,Dana Sparks,Emma Walton,Felicia Farr,Teddy Wilson,Nicky Blair,Jordan Christopher",1986,That's Life!,6.1
Martin Ritt,"Paul Newman,Melvyn Douglas,Patricia Neal,Brandon De Wilde,Whit Bissell,Crahan Denton,John Ashley,Val Avery,George Petrie,Curt Conway,Sheldon Allman,Pitt Herbert,Carl Low,Robert Hinkle,Don Kennedy",1963,Hud,7.9
Robert Rossen,"Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Myron McCormick,Murray Hamilton,Michael Constantine,Stefan Gierasch,Clifford A. Pellow,Jake LaMotta,Gordon B. Clarke,Alexander Rose,Carolyn Coates,Carl York,Vincent Gardenia",1961,The Hustler,8.1
Stanley Kramer,"Spencer Tracy,Fredric March,Gene Kelly,Dick York,Donna Anderson,Harry Morgan,Claude Akins,Elliott Reid,Paul Hartman,Philip Coolidge,Jimmy Boyd,Noah Beery Jr.,Norman Fell,Gordon Polk,Hope Summers",1960,Inherit the Wind,8.2
Steven Spielberg,"Richard Dreyfuss,Franois Truffaut,Teri Garr,Melinda Dillon,Bob Balaban,J. Patrick McNamara,Warren J. Kemmerling,Roberts Blossom,Philip Dodds,Cary Guffey,Shawn Bishop,Adrienne Campbell,Justin Dreyfuss,Lance Henriksen,Merrill Connally",1977,Close Encounters of the Third Kind,7.7
Louis Morneau,"James Belushi,Kylie Travis,Shannon Whirry,Frank Whaley,Jesse Borrego,M. Emmet Walsh,Sherman Howard,Guy Boyd,Kristina Coggins,Robbie Thibaut Jr.,Roger Clinton",1997,Retroactive,6.3
George Stevens,"Montgomery Clift,Elizabeth Taylor,Shelley Winters,Anne Revere,Keefe Brasselle,Fred Clark,Raymond Burr,Herbert Heyes,Shepperd Strudwick,Frieda Inescort,Kathryn Givney,Walter Sande,Ted de Corsia,John Ridgely,Lois Chartrand",1951,A Place in the Sun,7.8
Ron Underwood,"Robert Downey Jr.,Charles Grodin,Alfre Woodard,Kyra Sedgwick,Tom Sizemore,David Paymer,Elisabeth Shue,Bill Calvert,Lisa Lucas,Shannon Orrock,Michael Zebulon,Chasiti Hampton,Wanya Green,Janet MacLachlan,Javar David Levingston",1993,Heart and Souls,6.9
Alain Tanner,"Jean-Luc Bideau,Myriam Boyer,Jacques Denis,Roger Jendly,Dominique Labourier,Myriam Mzires,Miou-Miou,Rufus,Raymond Bussires,Pierre Holdener,Maurice Aufair,Jean Schlegel,Gilbert Costa,Christine Wipf,Guillaume Chenevire",1976,Jonah Who Will Be 25 in the Year 2000,7.7
Allan Moyle,"Anthony LaPaglia,Maxwell Caulfield,Debi Mazar,Rory Cochrane,Johnny Whitworth,Robin Tunney,Rene Zellweger,Ethan Embry,Coyote Shivers,Brendan Sexton III,Liv Tyler,James 'Kimo' Wills,Ben Bode,Gary Bolen,Kimber Sissons",1995,Empire Records,6.7
Luis Valdez,"Lou Diamond Phillips,Esai Morales,Rosanna DeSoto,Elizabeth Pea,Danielle von Zerneck,Joe Pantoliano,Rick Dees,Marshall Crenshaw,Howard Huntsberry,Brian Setzer,Daniel Valdez,Felipe Cantu,Eddie Frias,Mike Moroff,Geoffrey Rivas",1987,La Bamba,6.8
Richard Donner,"Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Leo McKern,John Wood,Ken Hutchison,Alfred Molina,Giancarlo Prete,Loris Loddi,Alessandro Serra,Charles Borromel,Massimo Sarchielli,Nicolina Papetti,Russel Case,Donald Hodson",1985,Ladyhawke,7
Adrian Lyne,"Tim Robbins,Elizabeth Pea,Danny Aiello,Matt Craven,Pruitt Taylor Vince,Jason Alexander,Patricia Kalember,Eriq La Salle,Ving Rhames,Brian Tarantina,Anthony Alessandro,Brent Hinkley,S. Epatha Merkerson,Suzanne Shepherd,Doug Barron",1990,Jacob's Ladder,7.5
David Seltzer,"Corey Haim,Kerri Green,Charlie Sheen,Courtney Thorne-Smith,Winona Ryder,Tom Hodges,Ciro Poppiti,Guy Boyd,Jeremy Piven,Kevin Wixted,Emily Seltzer,Erika Leigh,Annie Ryan,Jason Alderman,Tom Mackie",1986,Lucas,6.8
Rob Cohen,"Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,Christopher McDonald,Steve Harris,William Petersen,Craig T. Nelson,David Asman,Scott Gibson,Nigel Bennett,Andrew Kraulis,Derek Aasland,Jennifer Melino,Noah Danby",2000,The Skulls,5.6
"Bibo Bergeron,Don Paul","Kevin Kline,Kenneth Branagh,Rosie Perez,Armand Assante,Edward James Olmos,Jim Cummings,Frank Welker,Tobin Bell,Duncan Marjoribanks,Elijah Chiang,Cyrus Shaki-Khan,Elton John",2000,The Road to El Dorado,6.9
Stephen Frears,"John Cusack,Iben Hjejle,Todd Louiso,Jack Black,Lisa Bonet,Catherine Zeta-Jones,Joan Cusack,Tim Robbins,Chris Rehmann,Ben Carr,Lili Taylor,Joelle Carter,Natasha Gregson Wagner,Shannon Stillo,Drake Bell",2000,High Fidelity,7.6
Carlos vila,"Jimmy Smits,Maria del Mar,Jon Seda,Clifton Collins Jr.,Ernesto Hernndez,Ron Perlman,Louis Mandylor,Sal Lopez,Danielle Camastra,Paul Rodriguez,Ulysses Cuadra,Mario Esquivel,Gilbert Leal,Muni Zano,Jack Rader",2000,Price of Glory,6.5
David MacDonald,"Patricia Laffan,Hugh McDermott,Hazel Court,Peter Reynolds,Adrienne Corri,Joseph Tomelty,John Laurie,Sophie Stewart,Anthony Richmond,James Edmond,Stewart Hibberd",1954,Devil Girl from Mars,5
Armando Crispino,"Mimsy Farmer,Barry Primus,Ray Lovelock,Carlo Cattaneo,Angela Goodwin,Gaby Wagner,Massimo Serato,Ernesto Colli,Leonardo Severini,Eleonora Morana,Antonio Casale,Giovanni Di Benedetto,Pier Giovanni Anchisi,Maria Pia Attanasio,Sergio Sinceri",1975,Autopsy,5.9
Steven Spielberg,"Dustin Hoffman,Robin Williams,Julia Roberts,Bob Hoskins,Maggie Smith,Caroline Goodall,Charlie Korsmo,Amber Scott,Laurel Cronin,Phil Collins,Arthur Malet,Isaiah Robinson,Jasen Fisher,Dante Basco,Raushan Hammond",1991,Hook,6.7
"Robert Clarke,Tom Boutross","Robert Clarke,Patricia Manning,Nan Peterson,Patrick Whyte,Fred La Porta,Peter Similuk,William White,Robert Garry,Donna King,Xandra Conkling,Del Courtney,Richard Cassarino,Helen Joseph,Darryl Westbrook,Bill Currie",1959,The Hideous Sun Demon,3.7
David Beaird,"Deborah Foreman,Sam J. Jones,Sean McClory,Howard Hesseman,E.G. Marshall,Penn Jillette,Teller,John O'Leary,Julius Harris,Laurie Main,Stanley Brock,Jack Stryker,Vance Colvig Jr.,Ben Slack,Elaine Wilkes",1986,My Chauffeur,5.6
George Fitzmaurice,"Rudolph Valentino,Vilma Bnky,George Fawcett,Montagu Love,Karl Dane,Bull Montana,Bynunsky Hyman,Agnes Ayres",1926,The Son of the Sheik,7.5
Sergio Martino,"Suzy Kendall,Tina Aumont,Luc Merenda,John Richardson,Roberto Bisacco,Ernesto Colli,Angela Covello,Carla Brait,Conchita Airoldi,Patrizia Adiutori,Luciano Bartoli,Gianni Greco,Luciano De Ambrosis,Enrico DiMarco,Giorgio Dolfin",1973,Torso,6.6
Henry Hathaway,"John Wayne,Glen Campbell,Kim Darby,Jeremy Slate,Robert Duvall,Dennis Hopper,Alfred Ryder,Strother Martin,Jeff Corey,Ron Soble,John Fiedler,James Westerfield,John Doucette,Donald Woods,Edith Atwater",1969,True Grit,7.4
Herbert Ross,"Marsha Mason,Jason Robards,Donald Sutherland,Matthew Broderick,Dody Goodman,Sal Viscuso,Panchito Gmez,Charley Lau,Mari Gorman,Brian Part,Billie Bird,Tessa Richarde,Jim Staahl,Duke Stroud,Sondra Blake",1983,Max Dugan Returns,6.6
Abbe Wool,"John Doe,David Anthony Marshall,Judyth Thurman,Biff Yeager,Sonna Chavez,Adam Horovitz,Erica Rogers,JD Cullum,Ebbe Roe Smith,David Swinson,Aaron Lustig,Arlo Guthrie,Timothy Leary,Pam Lambert,Beth DePatie",1992,Roadside Prophets,6.5
John Schlesinger,"Shirley MacLaine,Peggy Ashcroft,Twiggy,Shabana Azmi,Leigh Lawson,Geoffrey Bayldon,Lee Montague,Robert Rietty,Navin Chowdhry,Jonny Rees,Sam Howard,Jeremy Sinden,Roger Hammond,Mohammed Ashiq,Carol Gillies",1988,Madame Sousatzka,6.6
Rob Reiner,"James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall,Graham Jarvis,Jerry Potter,Thomas Brunelle,June Christopher,Julie Payne,Archie Hahn,Gregory Snegoff,Wendy Bowers,Misery the Pig",1990,Misery,7.8
Alan Parker,"Brad Davis,Irene Miracle,Bo Hopkins,Paolo Bonacelli,Paul L. Smith,Randy Quaid,Norbert Weisser,John Hurt,Mike Kellin,Franco Diogene,Michael Ensign,Gigi Ballista,Kevork Malikyan,Peter Jeffrey,Joe Zammit Cordina",1978,Midnight Express,7.7
Andrei Tarkovsky,"Natalya Bondarchuk,Donatas Banionis,Jri Jrvet,Vladislav Dvorzhetskiy,Nikolay Grinko,Anatoliy Solonitsyn,Olga Barnet,Vitalik Kerdimun,Olga Kizilova,Tatyana Malykh,Aleksandr Misharin,Bagrat Oganesyan,Tamara Ogorodnikova,Sos Sargsyan,Yulian Semyonov",1972,Solaris,8.1
Martin Ritt,"Sally Field,James Garner,Brian Kerwin,Corey Haim,Dennis Burkley,Georgann Johnson,Dortha Duckworth,Michael Prokopuk,Billy Ray Sharkey,Michael Crabtree,Anna Levine,Charles Lane,Bruce French,John C. Becher,Henry Slate",1985,Murphy's Romance,7
Billy Crystal,"Billy Crystal,David Paymer,Julie Warner,Helen Hunt,Mary Mara,Jerry Orbach,Ron Silver,Sage Allen,Jason Marsden,Michael Weiner,Larry Gelman,Kay Freeman,Howard Mann,Julius Branca,Liz Georges",1992,Mr. Saturday Night,5.8
Roger Donaldson,"Kevin Costner,Gene Hackman,Sean Young,Will Patton,Howard Duff,George Dzundza,Jason Bernard,Iman,Fred Dalton Thompson,Leon Russom,Dennis Burkley,Marshall Bell,Chris D.,Michael Shillo,Nicholas Worth",1987,No Way Out,7.1
Ted Kotcheff,"Nick Nolte,Mac Davis,Charles Durning,Dayle Haddon,Bo Svenson,John Matuszak,Steve Forrest,G.D. Spradlin,Dabney Coleman,Savannah Smith Boucher,Marshall Colt,Guich Koock,Deborah Benson,Jim Boeke,John Bottoms",1979,North Dallas Forty,7
Clint Eastwood,"Clint Eastwood,Chief Dan George,Sondra Locke,Bill McKinney,John Vernon,Paula Trueman,Sam Bottoms,Geraldine Keams,Woodrow Parfrey,Joyce Jameson,Sheb Wooley,Royal Dano,Matt Clark,John Verros,Will Sampson",1976,The Outlaw Josey Wales,7.9
Robert Klane,"Tony Randall,Jack Klugman,Barbara Barrie,Jim Haynie,Toni Kalem,Garry Walberg,Jerry Adler,Penny Marshall,Dick Van Patten,Bruce Kirby,Debra Jo Rupp,Gloria Cromwell,Harvey Miller,Ben Lemon,William Newman",1993,The Odd Couple: Together Again,6.1
Craig Lahiff,"Robert Carlyle,Charles Dance,Kerry Fox,David Ngoombujarra,Max Stuart,Colin Friels,Ben Mendelsohn,Bille Brown,John Gregg,Roy Billing,Gary Waddell,Patrick Duggin,Andrew Martin,Frank Gallacher,Rhys McConnochie",2002,Black and White,6.7
Bonnie Hunt,"David Duchovny,Minnie Driver,Carroll O'Connor,Robert Loggia,Bonnie Hunt,David Alan Grier,Joely Richardson,Eddie Jones,James Belushi,Marianne Muellerleile,William Bronder,Brian Howe,Chris Barnes,Adam Tanguay,Karson Pound",2000,Return to Me,6.9
